id,number,root_word,transliteration,pronunciation,tvm,entry
127,H127,&#1488;&#1491;&#1502;&#1492;,'a&#774;da&#770;ma&#770;h,ad-aw-maw',,"From H119; <i>soil</i>  (from its general <i>redness</i>): - country, earth, ground, husband [-man] (-ry), land."
128,H128,&#1488;&#1491;&#1502;&#1492;,'a&#774;da&#770;ma&#770;h,ad-aw-maw',,"The same as H127; <i>Adamah</i>, a place in Palestine: - Adamah."
129,H129,&#1488;&#1491;&#1502;&#1497;,'a&#774;da&#770;m&#305;&#770;y,ad-aw-mee',,"From H127; <i>earthy</i> ; <i>Adami</i>, a place in Palestine: - Adami."
130,H130,&#1488;&#1491;&#1502;&#1497;,'e&#774;do&#770;m&#305;&#770;y,ed-o-mee',,"Patronymic from H123; an <i>Edomite</i>, or descendant from (or inhabitant of) Edom: - Edomite. See H726."
131,H131,&#1488;&#1491;&#1502;&#1468;&#1497;&#1501;,'a&#774;du&#770;mm&#305;&#770;ym,ad-oom-meem',,"Plural of H121; <i>red</i>  spots; <i>Adummim</i>, a pass in Palestine: - Adummim."
132,H132,&#1488;&#1491;&#1502;&#1504;&#1497; &#1488;&#1491;&#1502;&#1493;&#1504;&#1497;,'admo&#770;n&#305;&#770;y  'admo&#770;n&#305;&#770;y,"ad-mo-nee', ad-mo-nee'",,"From H119; <i>reddish</i>  (of the hair or the complexion): - red, ruddy."
133,H133,&#1488;&#1491;&#1502;&#1514;&#1488;,'adma&#770;tha&#770;',ad-maw-thaw',,"Probably of Persian derivation; <i>Admatha</i>, a Persian nobleman: - Admatha."
134,H134,&#1488;&#1491;&#1503;,'eden,eh'-den,,"From the same as H113 (in the sense of <i>strength</i>); a <i>basis</i>  (of a building, a column, etc.): - foundation, socket."
135,H135,&#1488;&#1491;&#1468;&#1503;,'adda&#770;n,ad-dawn',,"Intensive from the same as H134; <i>firm</i> ; <i>Addan</i>, an Israelite: - Addan."
136,H136,&#1488;&#1491;&#1504;&#1497;,'a&#774;do&#770;na&#770;y,ad-o-noy',,An emphatic form of H113; the <i>Lord</i>  (used as a proper name of God only): - (my) Lord.
137,H137,&#1488;&#1491;&#1504;&#1497;&#1470;&#1489;&#1494;&#1511;,'a&#774;do&#770;n&#305;&#770;y-bezeq,ad-o''-nee-beh'-zek,,"From H113 and H966; <i>lord of Bezek</i> ; <i>Adoni-Bezek</i>, a Canaanitish king: - Adoni-bezek."
138,H138,&#1488;&#1491;&#1504;&#1497;&#1468;&#1492; &#1488;&#1491;&#1504;&#1497;&#1468;&#1492;&#1493;&#1468;,'a&#774;do&#770;n&#305;&#770;ya&#770;h  'a&#774;do&#770;n&#305;&#770;ya&#770;hu&#770;,"ad-o-nee-yaw', ad-o-nee-yaw'-hoo",,"From H113 and H3050; <i>lord</i>  (that is, worshipper) of Jah; <i>Adonijah</i>, the name of three Israelites: - Adonijah."
139,H139,&#1488;&#1491;&#1504;&#1497;&#1470;&#1510;&#1491;&#1511;,'a&#774;do&#770;n&#305;&#770;y-tsedeq,ad-o''-nee-tseh'-dek,,"From H113 and H6664; <i>lord of justice</i> ; <i>Adoni-Tsedek</i>, a Canaanitish king: - Adonizedec."
140,H140,&#1488;&#1491;&#1504;&#1497;&#1511;&#1501;,'a&#774;do&#770;n&#305;&#770;yqa&#770;m,ad-o-nee-kawm',,"From H113 and H6965; <i>lord of rising</i>  (that is, <i>high</i>); <i>Adonikam</i>, the name of one or two Israelites: - Adonikam"
141,H141,&#1488;&#1491;&#1504;&#1497;&#1512;&#1501;,'a&#774;do&#770;n&#305;&#770;yra&#770;m,ad-o-nee-rawm',,"From H113 and H7311; <i>lord of height</i> ; <i>Adoniram</i>, an Israelite: - Adoniram."
142,H142,&#1488;&#1491;&#1512;,'a&#770;dar,aw-dar,,"A primitive root; to <i>expand</i>, that is, <i>be great</i>  or (figuratively) <i>magnificent: - </i> (become) glorious, honourable."
143,H143,&#1488;&#1491;&#1512;,'a&#774;da&#770;r,ad-awr',,"Probably of foreign derivation; perhaps meaning <i>fire</i> ; <i>Adar</i>, the H12 th Hebrew month: - Adar."
144,H144,&#1488;&#1491;&#1512;,'a&#774;da&#770;r,ad-awr',,(Chaldee); corresponding to H143: - Adar.
145,H145,&#1488;&#1491;&#1512;,'eder,eh'-der,,"From H142; <i>amplitude</i>, that is, (concretely) a <i>mantle</i> ; also (figuratively) <i>splendor: - </i> goodly, robe."
146,H146,&#1488;&#1491;&#1468;&#1512;,'adda&#770;r,ad-dawr',,"Intensive from H142; <i>ample</i> ; <i>Addar</i>, a place in Palestine; also an Israelite: - Addar."
147,H147,&#1488;&#1491;&#1468;&#1512;,'iddar,id-dar',,"(Chaldee); intensive from a root corresponding to H142; <i>ample</i>, that is, a threshing-floor: - threshingfloor."
148,H148,&#1488;&#1491;&#1512;&#1490;&#1468;&#1494;&#1512;,'a&#774;darga&#770;ze&#770;r,ad-ar''-gaw-zare',,"(Chaldee); from the same as H147, and H1505; a <i>chief diviner</i>, or <i>astrologer: - </i> judge."
149,H149,&#1488;&#1491;&#1512;&#1494;&#1491;&#1468;&#1488;,'adrazda&#770;',ad-raz-daw',,(Chaldee); probably of Persian origin; <i>quickly</i>  or <i>carefully: - </i> dilligently.
150,H150,&#1488;&#1491;&#1512;&#1499;&#1468;&#1503;,'a&#774;darko&#770;n,ad-ar-kone',,Of Persian origin; a <i>daric</i>  or Persian coin: - dram.
151,H151,&#1488;&#1491;&#1512;&#1501;,'a&#774;do&#770;ra&#770;m,ad-o-rawm',,"Contracted for H141; <i>Adoram</i>  (or Adoniram), an Israelite: - Adoram."
152,H152,&#1488;&#1491;&#1512;&#1502;&#1468;&#1500;&#1498;,'adrammelek,ad-ram-meh'-lek,,"From H142 and H4428; <i>splendor of</i>  (the) <i>king</i> ; <i>Adrammelek</i>, the name of an Assyrian idol, also of a son of Sennacherib: - Adrammelech."
153,H153,&#1488;&#1491;&#1512;&#1506;,'edra&#770;&#8219;,ed-raw',,"(Chaldee); an orthographical variation for H1872; an <i>arm</i>, that is, (figuratively) <i>power: - </i> force."
154,H154,&#1488;&#1491;&#1512;&#1506;&#1497;,'edre&#8219;&#305;&#770;y,ed-reh'-ee,,"From the equivalent of H153; <i>mighty</i> ; <i>Edrei</i>, the name of two places in Palestine: - Edrei."
155,H155,&#1488;&#1491;&#1468;&#1512;&#1514;,'addereth,ad-deh'-reth,,"Feminine of H117; something <i>ample</i>  (as a <i>large</i>  vine, a <i>wide</i>  dress); also the same as H145: - garment, glory, goodly, mantle, robe."
156,H156,&#1488;&#1491;&#1513;&#1473;,'a&#770;dash,aw-dash',,A primitive root; to <i>tread</i>  out (grain): - thresh.
157,H157,&#1488;&#1492;&#1489; &#1488;&#1492;&#1489;,'a&#770;hab  'a&#770;he&#770;b,"aw-hab', aw-habe'",,"A primitive root; to <i>have affection</i>  for (sexually or otherwise): - (be-) love (-d, -ly, -r), like, friend."
158,H158,&#1488;&#1492;&#1489;,'ahab,ah'-hab,,From H157; <i>affection</i>  (in a good or a bad sense): - love (-r).
159,H159,&#1488;&#1492;&#1489;,'o&#770;hab,o'-hab,,From H156; meaning the same as H158: - love.
160,H160,&#1488;&#1492;&#1489;&#1492;,'aha&#774;ba&#770;h,a-hab-aw',,Feminine of H158 and meaning the same: - love.
161,H161,&#1488;&#1492;&#1491;,'o&#770;had,o'-had,,"From an unused root meaning to <i>be united</i> ; <i>unity</i> ; <i>Ohad</i>, an Israelite: - Ohad."
162,H162,&#1488;&#1492;&#1492;&#1468;,'a&#774;ha&#770;hh,a-haw',,"Apparently a primitive word expressing <i>pain</i>  exclamatorily; <i>Oh</i> !: - ah, alas."
163,H163,&#1488;&#1492;&#1493;&#1488;,'aha&#774;va&#770;',a-hav-aw',,"Probably of foreign origin; <i>Ahava</i>, a river of Babylonia: - Ahava."
164,H164,&#1488;&#1492;&#1493;&#1468;&#1491;,'e&#770;hu&#770;d,ay-hood',,"From the same as H161; <i>united</i> ; <i>Ehud</i>, the name of two or three Israelite: - Ehud."
165,H165,&#1488;&#1492;&#1497;,'e&#774;h&#305;&#770;y,e-hee',,"Apparently an orthographical variation for H346; <i>where</i>. (Used in Hos_13:10, Hos_13:14). <i>"" I will be""</i>  is often the rendering of the same Hebrew form from H1961: - I will be (Hos_13:10, Hos_13:14) [which is often the rendering of the same Hebrew form from H1961]."
166,H166,&#1488;&#1492;&#1500;,'a&#770;hal,aw-hal',,A primitive root; to <i>be clear: - </i> shine.
167,H167,&#1488;&#1492;&#1500;,'a&#770;hal,aw-hal',,A denominative from H168; to <i>tent: - </i> pitch (remove) a tent.
168,H168,&#1488;&#1492;&#1500;,'o&#770;hel,o'-hel,,"From H166; a <i>tent</i>  (as <i>clearly</i>  conspicuous from a distance): - covering, (dwelling) (place), home, tabernacle, tent."
169,H169,&#1488;&#1492;&#1500;,'o&#770;hel,o'-hel,,"The same as H168; <i>Ohel</i>, an Israelite: - Ohel."
170,H170,&#1488;&#1492;&#1500;&#1492; &#1488;&#1492;&#1500;&#1492;&#1468;,'oho&#774;la&#770;h  'oho&#774;la&#770;hh,"o-hol-aw', o-hol-aw'",,"The first form is in form a feminine of H168, but is in fact for the second form; from H168; <i>her tent</i>  (that is, idolatrous <i>sanctuary</i>); <i>Oholah</i>, a symbolic name for Samaria: - Aholah."
171,H171,&#1488;&#1492;&#1500;&#1497;&#1488;&#1489;,'oho&#774;l&#305;&#770;y'a&#770;b,o''-hol-e-awb',,"From H168 and H1; <i>tent of</i>  (his) <i>father</i> ; <i>Oholiab</i>, an Israelite: - Aholiab."
172,H172,&#1488;&#1492;&#1500;&#1497;&#1489;&#1492; &#1488;&#1492;&#1500;&#1497;&#1489;&#1492;&#1468;,'oho&#774;l&#305;&#770;yba&#770;h  'oho&#774;l&#305;&#770;yba&#770;hh,"o''-hol-ee-baw', o''-hol-e-baw'",,"(As with H170 the first form is in form a feminine of H168, but is in fact for the second form); from H168; <i>my tent</i>  (is) <i>in her</i> ; <i>Oholibah</i>, a symbolic name for Judah: - Aholibah."
173,H173,&#1488;&#1492;&#1500;&#1497;&#1489;&#1502;&#1492;,'oho&#774;l&#305;&#770;yba&#770;ma&#770;h,o''-hol-e-baw-maw',,"From H168 and H1116; <i>tent of</i>  (the) <i>height</i> ; <i>Oholibamah</i>, a wife of Esau: - Aholibamah."
174,H174,&#1488;&#1492;&#1500;&#1497;&#1501; &#1488;&#1492;&#1500;&#1493;&#1514;,'a&#774;ha&#770;l&#305;&#770;ym  'a&#774;ha&#770;lo&#770;th,"a-haw-leem', a-haw-loth'",,"(The second form, which is feminine, is used only in the plural); of foreign origin; <i>aloe</i>  wood (that is, sticks): - (tree of lign-) aloes."
175,H175,&#1488;&#1492;&#1512;&#1493;&#1503;,'aha&#774;ro&#770;n,a-har-one',,"Of uncertain derivation; <i>Aharon</i>, the brother of Moses: - Aaron."
176,H176,&#1488;&#1493; &#1488;&#1493;,'o&#770;  'av,"o, av",,"The first form is presumed to be the "" constructive""  or genitival form of the second form which is short for H185; <i>desire</i>  (and so probably in Pro_31:4); hence (by way of alternative) <i>or</i>, also <i>if: - </i> also, and, either, if, at the least, X nor, or, otherwise, then, whether."
177,H177,&#1488;&#1493;&#1468;&#1488;&#1500;,'u&#770;'e&#770;l,oo-ale',,"From H176 and H410; <i>wish of God</i> ; <i>Uel</i>, an Israelite: - Uel."
178,H178,&#1488;&#1493;&#1489;,'o&#770;b,obe,,"From the same as H1 (apparently through the idea of <i>prattling</i>  a father's name); properly a <i>mumble</i>, that is, a water <i>skin</i>  (from its hollow sound); hence a <i>necromancer</i>  (ventriloquist, as from a jar): - bottle, familiar spirit."
179,H179,&#1488;&#1493;&#1489;&#1497;&#1500;,'o&#770;b&#305;&#770;yl,o-beel',,"Probably from H56; <i>mournful</i> ; <i>Obil</i>, an Ishmaelite: - Obil."
180,H180,&#1488;&#1493;&#1468;&#1489;&#1500; &#1488;&#1489;&#1500;,'u&#770;ba&#770;l  'u&#770;ba&#770;l,"oo-bawl', oo-bawl'",,From H2986 (in the sense of H2988); a <i>stream: - </i> river.
181,H181,&#1488;&#1493;&#1468;&#1491;,'u&#770;d,ood,,From an unused root meaning to <i>rake</i>  together; a <i>poker</i>  (for <i>turning</i>  or <i>gathering</i>  embers): - (fire-) brand.
182,H182,&#1488;&#1493;&#1491;&#1493;&#1514; &#1488;&#1491;&#1493;&#1514;,'o&#770;do&#770;th  'o&#770;do&#770;th,"o-doth', o-doth'",,"From the same as H181; <i>turnings</i>  (that is, <i>occasions</i>); (adverbially) on <i>account of: - </i> (be-) cause, concerning, sake."
183,H183,&#1488;&#1493;&#1492;,'a&#770;va&#770;h,aw-vaw',,"A primitive root; to <i>wish</i>  for: - covet, (greatly) desire, be desirous, long, lust (after)."
184,H184,&#1488;&#1493;&#1492;,'a&#770;va&#770;h,aw-vaw',,A primitive root; to <i>extend</i>  or <i>mark</i>  out: - point out.
185,H185,&#1488;&#1493;&#1468;&#1492;,'avva&#770;h,av-vaw',,"From H183; <i>longing: - </i> desire, lust after, pleasure."
186,H186,&#1488;&#1493;&#1468;&#1494;&#1497;,'u&#770;zay,oo-zah'ee,,"Perhaps by permutation for H5813, <i>strong</i> ; <i>Uzai</i>, an Israelite: - Uzai."
187,H187,&#1488;&#1493;&#1468;&#1494;&#1500;,'u&#770;za&#770;l,oo-zawl',,"Of uncertain derivation; <i>Uzal</i>, a son of Joktan: - Uzal."
188,H188,&#1488;&#1493;&#1497;,'o&#770;y,o'-ee,,"Probably from H183 (in the sense of <i>crying</i>  out after); <i>lamentation</i> ; also interjectionally, <i>Oh</i> !: - alas, woe."
189,H189,&#1488;&#1493;&#1497;,'e&#774;v&#305;&#770;y,ev-ee',,"Probably from H183; <i>desirous</i> ; <i>Evi</i>, a Midianitish chief: - Evi."
190,H190,&#1488;&#1493;&#1497;&#1492;,'o&#770;ya&#770;h,o-yaw',,Feminine of H188: - woe.
191,H191,&#1488;&#1493;&#1497;&#1500;,'e&#774;v&#305;&#770;yl,ev-eel',,From an unused root (meaning to be <i>perverse</i>); (figuratively) <i>silly: - </i> fool (-ish) (man).
192,H192,&#1502;&#1512;&#1491;&#1498; &#1488;&#1493;&#1497;&#1500;,'e&#774;v&#305;&#770;yl mero&#770;dak,ev-eel' mer-o-dak',,"Of Chaldee derivation and probably meaning <i>soldier of Merodak</i> ; <i>Evil-Merodak</i>, a Babylonian king: - Evil-merodach."
193,H193,&#1488;&#1493;&#1468;&#1500;,'u&#770;l,ool,,"From an unused root meaning to <i>twist</i>, that is, (by implication) <i>be strong</i> ; the <i>body</i>  (as being <i>rolled</i>  together) also <i>powerful: - </i> mighty, strength."
194,H194,&#1488;&#1493;&#1468;&#1500;&#1497; &#1488;&#1500;&#1497;,'u&#770;lay  'u&#770;lay,"oo-lah'ee, oo-lah'ee",,"From H176; <i>if not</i> ; hence <i>perhaps: - </i> if so be, may be, peradventure, unless."
195,H195,&#1488;&#1493;&#1468;&#1500;&#1497;,'u&#770;lay,oo-lah'ee,,"Of Persian derivation; the <i>Ulai</i>  (or Eulaeus), a river of Persia: - Ulai."
196,H196,&#1488;&#1493;&#1500;&#1497;,'e&#774;vil&#305;&#770;y,ev-ee-lee',,"From H191; <i>silly, foolish</i> ; hence (morally) <i>impious: - </i> foolish."
197,H197,&#1488;&#1493;&#1468;&#1500;&#1501; &#1488;&#1500;&#1501;,'u&#770;la&#770;m  'u&#770;la&#770;m,"oo-lawm', oo-lawm'",,From H481 (in the sense of <i>tying</i>); a <i>vestibule</i>  (as <i>bound</i>  to the building): - porch.
198,H198,&#1488;&#1493;&#1468;&#1500;&#1501;,'u&#770;la&#770;m,oo-lawm',,"Apparently from H481 (in the sense of <i>dumbness</i>); <i>solitary</i> ; <i>Ulam</i>, the name of two Israelites: - Ulam."
199,H199,&#1488;&#1493;&#1468;&#1500;&#1501;,'u&#770;la&#770;m,oo-lawm',,"Apparently a variation of H194; <i>however</i>  or <i>on the contrary: - </i> as for, but, howbeit, in very deed, surely, truly, wherefore."
200,H200,&#1488;&#1493;&#1468;&#1500;&#1514;,'ivveleth,iv-veh'-leth,,"From the same as H191; <i>silliness: - </i> folly, foolishly (-ness)."
201,H201,&#1488;&#1493;&#1502;&#1512;,'o&#770;ma&#770;r,o-mawr',,"From H559; <i>talkative</i> ; <i>Omar</i>, a grandson of Esau: - Omar."
202,H202,&#1488;&#1493;&#1503;,'o&#770;n,one,,"Probably from the same as H205 (in the sense of <i>effort</i>, but successful); <i>ability, power</i>, (figuratively) <i>wealth: - </i> force, goods, might, strength, substance."
203,H203,&#1488;&#1493;&#1503;,'o&#770;n,one,,"The same as H202; <i>On</i>, an Israelite: - On."
204,H204,&#1488;&#1493;&#1503; &#1488;&#1503;,'o&#770;n  'o&#770;n,"one, one",,"Of Egyptian derivation; <i>On</i>, a city of Egypt: - On."
205,H205,&#1488;&#1493;&#1503;,'a&#770;ven,aw'-ven,,"From an unused root perhaps meaning properly to <i>pant</i>  (hence to <i>exert</i>  oneself, usually in vain; to <i>come to naught</i>); strictly <i>nothingness</i> ; also <i>trouble, vanity, wickedness</i> ; specifically an <i>idol</i> : - affliction, evil, false, idol, iniquity, mischief, mourners (-ing), naught, sorrow, unjust, unrighteous, vain, vanity, wicked (-ness.) Compare H369."
206,H206,&#1488;&#1493;&#1503;,'a&#770;ven,aw'-ven,,"The same as H205; <i>idolatry</i> ; <i>Aven</i>, the contemptuous synonym of three places, one in Coele Syria, one in Egypt (On), and one in Palestine (Bethel): - Aven. See also H204, H1007."
207,H207,&#1488;&#1493;&#1504;&#1493; &#1488;&#1504;&#1493;,'o&#770;no&#770;  'o&#770;no&#770;,"o-no', o-no'",,"From H202; <i>strong</i> ; <i>Ono</i>, a place in Palestine: - Ono."
208,H208,&#1488;&#1493;&#1504;&#1501;,'o&#770;na&#770;m,o-nawm',,"A variation of H209; <i>strong</i> ; <i>Onam</i>, the name of an Edomite and of an Israelite: - Onam."
209,H209,&#1488;&#1493;&#1504;&#1503;,'o&#770;na&#770;n,o-nawn',,"A variation of H207; <i>strong</i> ; <i>Onan</i>, a son of Judah: - Onan."
210,H210,&#1488;&#1493;&#1468;&#1508;&#1494;,'u&#770;pha&#770;z,oo-fawz',,"Perhaps a corruption of H211; <i>Uphaz</i>, a famous gold region: - Uphaz."
211,H211,&#1488;&#1493;&#1508;&#1497;&#1512; &#1488;&#1508;&#1497;&#1512; &#1488;&#1493;&#1508;&#1512;,'o&#770;ph&#305;&#770;yr  'o&#770;ph&#305;&#770;yr  'o&#770;phir,"o-feer', o-feer', o-feer'",,"Of uncertain derivation; <i>Ophir</i>, the name of a son of Joktan, and of a gold region in the East: - Ophir."
212,H212,&#1488;&#1493;&#1508;&#1503; &#1488;&#1508;&#1503;,'o&#770;pha&#770;n  'o&#770;pha&#770;n,"o-fawn', o-fawn'",,From an unused root meaning to <i>revolve</i> ; a <i>wheel: - </i> wheel.
213,H213,&#1488;&#1493;&#1468;&#1509;,'u&#770;ts,oots,,"A primitive root; to <i>press</i> ; (by implication) to <i>be close, hurry, withdraw: - </i> (make) haste (-n, -y), labor, be narrow."
214,H214,&#1488;&#1493;&#1510;&#1512;,'o&#770;tsa&#770;r,o-tsaw',,"From H686; a <i>depository: - </i> armory, cellar, garner, store(-house), treasure (-house) (-y)."
215,H215,&#1488;&#1493;&#1512;,'o&#770;r,ore,,"A primitive root; <i>to be</i>  (causatively <i>make</i>) <i>luminous</i>  (literally and metaphorically): - X break of day, glorious, kindle, (be, en-, give, show) light (-en, -ened), set on fire, shine."
216,H216,&#1488;&#1493;&#1512;,'o&#770;r,ore,,"From H215; <i>illumination</i>  or (concretely) <i>luminary</i>  (in every sense, including <i>lightning, happiness</i>, etc.): - bright, clear, + day, light (-ning), morning, sun."
217,H217,&#1488;&#1493;&#1468;&#1512;,'u&#770;r,oor,,"From H215; <i>flame</i>, hence (in the plural) the <i>East</i>  (as being the region of light): - fire, light. See also H224."
218,H218,&#1488;&#1493;&#1468;&#1512;,'u&#770;r,oor,,"The same as H217; <i>Ur</i>, a place in Chaldaea; also an Israelite: - Ur."
219,H219,&#1488;&#1493;&#1512;&#1492;,'o&#770;ra&#770;h,o-raw',,"Feminine of H216; <i>luminousness</i>, that is, (figuratively) <i>prosperity</i> ; also a plant (as being <i>bright</i>): - herb light."
220,H220,&#1488;&#1493;&#1512;&#1492;,'a&#774;ve&#770;ra&#770;h,av-ay-raw',,By transposition for H723; a <i>stall: - </i> cote.
221,H221,&#1488;&#1493;&#1468;&#1512;&#1497;,'u&#770;r&#305;&#770;y,oo-ree',,"From H217; <i>fiery</i> ; <i>Uri</i>, the name of three Israelites: - Uri."
222,H222,&#1488;&#1493;&#1468;&#1512;&#1497;&#1488;&#1500;,'u&#770;r&#305;&#770;y'e&#770;l,oo-ree-ale',,"From H217 and H410; <i>flame of God</i> ; <i>Uriel</i>, the name of two Israelites: - Uriel."
223,H223,&#1488;&#1493;&#1468;&#1512;&#1497;&#1468;&#1492; &#1488;&#1493;&#1468;&#1512;&#1497;&#1468;&#1492;&#1493;&#1468;,'u&#770;r&#305;&#770;ya&#770;h  'u&#770;r&#305;&#770;ya&#770;hu&#770;,"oo-ree-yaw', oo-ree-yaw'-hoo",,"From H217 and H3050; <i>flame of Jah</i> ; <i>Urijah</i>, the name of one Hittite and five Israelites: - Uriah, Urijah."
224,H224,&#1488;&#1493;&#1468;&#1512;&#1497;&#1501;,'u&#770;r&#305;&#770;ym,oo-reem',,"Plural of H217; <i>lights</i> ; <i>Urim</i>, the oracular brilliancy of the figures in the high priest's breastplate: - Urim."
225,H225,&#1488;&#1493;&#1468;&#1514;,'u&#770;th,ooth,,"A primitive root; properly to <i>come</i>, that is, (impliedly) to <i>assent: - </i> consent."
226,H226,&#1488;&#1493;&#1514;,'o&#770;th,oth,,"Probably from H225 (in the sense of <i>appearing</i>); a <i>signal</i>  (literally or figuratively), as a <i>flag, beacon, monument, omen, prodigy, evidence</i>, etc.: - mark, miracle, (en-) sign, token."
227,H227,&#1488;&#1494;,'a&#770;z,awz,,"A demonstrative adverb; <i>at that time</i>  or <i>place</i> ; also as a conjugation, <i>therefore: - </i> beginning, for, from, hitherto, now, of old, once, since, then, at which time, yet."
228,H228,&#1488;&#1494;&#1488; &#1488;&#1494;&#1492;,'a&#774;za&#770;'  'a&#774;za&#770;h,"az-aw', az-aw'",,"(Chaldee); to <i>kindle</i> ; (by implication) to <i>heat: - </i> heat, hot."
229,H229,&#1488;&#1494;&#1489;&#1468;&#1497;,'ezbay,ez-bah'ee,,"Probably from H231; <i>hyssop like</i> ; <i>Ezbai</i>, an Israelite: - Ezbai."
230,H230,&#1488;&#1494;&#1491;,'a&#774;za&#770;d,az-awd',,(Chaldee); of uncertain derivation; <i>firm: - </i> be gone.
231,H231,&#1488;&#1494;&#1493;&#1489;,'e&#770;zo&#770;b,ay-zobe',,Probably of foreign derivation; <i>hyssop: - </i> hyssop.
232,H232,&#1488;&#1494;&#1493;&#1512;,'e&#770;zo&#770;r,ay-zore',,"From H246; something <i>girt</i> ; a <i>belt</i>, also a <i>band: - </i> girdle."
233,H233,&#1488;&#1494;&#1497;,'a&#774;zay,az-ah'ee,,Probably from H227; <i>at that time: - </i> then.
234,H234,&#1488;&#1494;&#1499;&#1468;&#1512;&#1492;,'azka&#770;ra&#770;h,az-kaw-raw',,From H2142; a <i>reminder</i> ; specifically <i>remembrance offering: - </i> memorial.
235,H235,&#1488;&#1494;&#1500;,'a&#770;zal,aw-zal',,"A primitive root; to <i>go away</i>, hence to <i>disappear: - </i> fail, gad about, go to and fro [but in Eze_27:19 the word is rendered by many "" from Uzal,""  by others "" yarn"" ], be gone (spent)."
236,H236,&#1488;&#1494;&#1500;,'a&#774;zal,az-al',,(Chaldee); the same as H235; to <i>depart: - </i> go (up).
237,H237,&#1488;&#1494;&#1500;,'ezel,eh'-zel,,"From H235; <i>departure</i> ; <i>ezel</i>, a memorial stone in Palestine: - Ezel."
238,H238,&#1488;&#1494;&#1503;,'a&#770;zan,aw-zan',,"A primitive root; probably to <i>expand</i> ; but used only as a denominative from H241; to <i>broaden out the ear</i>  (with the hand), that is, (by implication) to <i>listen: - </i> give (perceive by the) ear, hear (-ken). See H239."
239,H239,&#1488;&#1494;&#1503;,'a&#770;zan,aw-zan',,"A primitive root (rather identical with H238 through the idea of <i>scales</i>  as if two ears); to <i>weigh</i>, that is, (figuratively) <i>ponder: - </i> give good heed."
